2024-08-07 00:48:50,316 ib_async.client INFO Connecting to 127.0.0.1:4001 with clientId 275...
2024-08-07 00:48:50,317 ib_async.client INFO Connected
2024-08-07 00:48:50,327 ib_async.client INFO Logged on to server version 178
2024-08-07 00:48:50,336 ib_async.client INFO API connection ready
2024-08-07 00:48:50,336 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2024-08-07 00:48:50,336 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:usfuture
2024-08-07 00:48:50,336 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:usfuture.nj
2024-08-07 00:48:50,336 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:afarm
2024-08-07 00:48:50,336 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:jfarm
2024-08-07 00:48:50,338 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:usfarm.nj
2024-08-07 00:48:50,338 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:eufarm
2024-08-07 00:48:50,338 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:usopt
2024-08-07 00:48:50,338 ib_async.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:euhmds
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:hkhmds
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:cashhmds
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2024-08-07 00:48:50,339 ib_async.wrapper INFO Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2024-08-07 00:48:50,580 ib_async.wrapper INFO position: Position(account='U2340948', contract=Stock(conId=4762, symbol='BA', exchange='NYSE', currency='USD', localSymbol='BA', tradingClass='BA'), position=258.0, avgCost=202.9273837)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U10394496', contract=Future(conId=712984869, symbol='10Y', lastTradeDateOrContractMonth='20240830', multiplier='1000', currency='USD', localSymbol='10YQ4', tradingClass='10Y'), position=-2.0, avgCost=3812.48)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U10394496', contract=Future(conId=685258027, symbol='VXM', lastTradeDateOrContractMonth='20240821', multiplier='100', currency='USD', localSymbol='VXMQ4', tradingClass='VXM'), position=-3.0, avgCost=2307.90833335)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U10394496', contract=Option(conId=682674010, symbol='AAPL', lastTradeDateOrContractMonth='20241018', strike=150.0, right='P', multiplier='100', currency='USD', localSymbol='AAPL  241018P00150000', tradingClass='AAPL'), position=4.0, avgCost=182.19685)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U2340948', contract=Stock(conId=47486780, symbol='EDV', exchange='ARCA', currency='USD', localSymbol='EDV', tradingClass='EDV'), position=550.0, avgCost=76.1960909)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U10394496', contract=Future(conId=637533627, symbol='RTY', lastTradeDateOrContractMonth='20240920', multiplier='50', currency='USD', localSymbol='RTYU4', tradingClass='RTY'), position=0.0, avgCost=0.0)
2024-08-07 00:48:50,581 ib_async.wrapper INFO position: Position(account='U10394496', contract=Future(conId=649400945, symbol='MCL', lastTradeDateOrContractMonth='20240819', multiplier='100', currency='USD', localSymbol='MCLU4', tradingClass='MCL'), position=0.0, avgCost=0.0)
2024-08-07 00:48:50,582 ib_async.wrapper INFO position: Position(account='U10394496', contract=Future(conId=637533593, symbol='MNQ', lastTradeDateOrContractMonth='20240920', multiplier='2', currency='USD', localSymbol='MNQU4', tradingClass='MNQ'), position=3.0, avgCost=36727.73666666667)
2024-08-07 00:48:50,582 ib_async.wrapper INFO position: Position(account='U2340948', contract=Stock(conId=229726228, symbol='RSX', exchange='VALUE', currency='USD', localSymbol='RSX', tradingClass='RSX'), position=100.0, avgCost=6.889977)
2024-08-07 00:48:50,999 ib_async.wrapper INFO execDetails Execution(execId='0000d8df.66aac528.01.01', time=datetime.datetime(2024, 8, 1, 5, 13, 6, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=2276.4, permId=1464221139, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=2276.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,000 ib_async.wrapper INFO execDetails Execution(execId='0000d8df.66aac6be.01.01', time=datetime.datetime(2024, 8, 1, 6, 3, 12, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='BOT', shares=1.0, price=2275.7, permId=1464221148, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=2275.7, orderRef='Ok1TEIg6CbLO', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,000 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad049.01.01', time=datetime.datetime(2024, 8, 1, 6, 5, 23, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='BOT', shares=1.0, price=19624.0, permId=1495678763, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19624.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,001 ib_async.wrapper INFO execDetails Execution(execId='0000d8df.66aac8d6.01.01', time=datetime.datetime(2024, 8, 1, 6, 24, 39, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=2276.7, permId=1464221149, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=2276.7, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,001 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad918.01.01', time=datetime.datetime(2024, 8, 1, 7, 49, 30, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=19641.5, permId=1710548256, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19641.5, orderRef='rBXHHTZaWfbr', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,001 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad96e.01.01', time=datetime.datetime(2024, 8, 1, 7, 52, 35, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='BOT', shares=1.0, price=19639.0, permId=1710548257, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19639.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,002 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad97c.01.01', time=datetime.datetime(2024, 8, 1, 7, 53, 3, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=19638.25, permId=1145365899, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19638.25, orderRef='ChRAnLx8nqGC', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,002 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad983.01.01', time=datetime.datetime(2024, 8, 1, 7, 53, 21, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='BOT', shares=1.0, price=19635.75, permId=1145365900, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19635.75, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,002 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad986.01.01', time=datetime.datetime(2024, 8, 1, 7, 53, 31, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=19638.75, permId=1145365901, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19638.75, orderRef='pihrT7h1O9CT', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,003 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad988.01.01', time=datetime.datetime(2024, 8, 1, 7, 53, 46, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='BOT', shares=1.0, price=19636.25, permId=1145365902, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19636.25, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
2024-08-07 00:48:51,003 ib_async.wrapper INFO execDetails Execution(execId='0000d94c.66aad9b4.01.01', time=datetime.datetime(2024, 8, 1, 7, 55, 5, tzinfo=datetime.timezone.utc), acctNumber='U10394496', exchange='CME', side='SLD', shares=1.0, price=19629.0, permId=568007510, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=19629.0, orderRef='vkmMiVCdJ3Ub', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1, pendingPriceRevision=False)
